uniprot_id	dataset	genomic_accession	species	strain	genomic_context	intergenic_distance	receptor_id	grp_identical_proteins	rep_sequence	receptor_family	r_start	r_end	r_strand	TPR_hmm_name	TPR_hmm_accession	TPR_hmm_coverage	TPR_hmm_evalue	HTH_hmm_name	HTH_hmm_accession	HTH_hmm_coverage	HTH_hmm_evalue	homologous_ref_receptor	blastp_evalue	perc_identity	perc_cover	propeptide_id	p_start	p_end	p_strand	p_RBS_bin	p_RBS_motif	p_RBS_spacer	Prediction	propeptide_score	SP(Sec/SPI)	TAT(Tat/SPI)	LIPO(Sec/SPII)	OTHER	CS_Position	qss_id	genetic_element	Phaster_prophage_prediction	prophage_region	taxid	lineage	class	order	family	genus
A0A1E1G9T9	Firmicutes	AP017652.1	Streptococcus sp. NPS 308	NPS 308	(====> =>)	150	BAV79661.1	Cluster 16711	True	subfam_03_PlcR	752938	753804	+	2qfcA00-i1	-	93.9	1.1E-54	mbf_short4	SM00530	100	1.2E-13	PlcR_[B._cereus]	1.46E-11	24.706	83.3	BAV79662.1	753955	754104	+				SP(Sec/SPI)	0.700547	0.700547	0.010605	0.055111	0.233738	CS pos: 38-39. VAS-ED. Pr: 0.2033	108	chromosome			1902136	c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;x__unclassified Streptococcus;s__Streptococcus sp. NPS 308	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
A0A410PQC2	Firmicutes	CP035280.1	Clostridium sp. JN-9	JN-9	(<= ====>)	213	QAT41114.1	Cluster 2583	True	subfam_03_PlcR	2693064	2694353	+	3ro3A00-i2	-	87.8	1.3E-27	51844	47413	92.3	1.6E-13					smallORF66150	2692683	2692850	-	27	AGGAGG	7	SP(Sec/SPI)	0.733595	0.733595	0.001493	0.247283	0.017629	CS pos: 24-25. SMA-KN. Pr: 0.6681	12208	chromosome			2507159	c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;x__unclassified Clostridium;s__Clostridium sp. JN-9	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
A0A7I8DRW5	Firmicutes	AP023368.1	Anaerocolumna chitinilytica	CTTW	(=> <====)	9	BCK00045.1	Cluster 13480	True	subfam_03_PlcR	3555652	3556593	-	2qfcA00-i1	-	95.9	2.6E-38	51844	47413	86.2	5.1E-10	PlcR_[B._cereus]	0.00000359	27.083	73.8	BCK00044.1	3555502	3555642	+				SP(Sec/SPI)	0.807399	0.807399	0.008819	0.010904	0.172878	CS pos: 31-32. AAT-TD. Pr: 0.2705	350	chromosome			1727145	c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Anaerocolumna;s__Anaerocolumna chitinilytica	Clostridia	Eubacteriales	Lachnospiraceae	Anaerocolumna
G2T485	Firmicutes	CP003040.1	Roseburia hominis	A2-183	(<==== <=)	-23	AEN97530.1	Cluster 14220	True	subfam_03_PlcR	2637850	2638761	-	2qfcA00-i1	-	91.8	1E-43	51844	47413	90.8	5.9E-11					smallORF9936	2638739	2638861	-	15	AGGA	8	SP(Sec/SPI)	0.554381	0.554381	0.004384	0.032489	0.408746	CS pos: 31-32. MGG-KS. Pr: 0.1366	8721	chromosome			585394	c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis;x__Roseburia hominis A2-183	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia
G2T485	Firmicutes	CP003040.1	Roseburia hominis	A2-183	(=> <====)	-4	AEN97530.1	Cluster 14220	True	subfam_03_PlcR	2637850	2638761	-	2qfcA00-i1	-	91.8	1E-43	51844	47413	90.8	5.9E-11					AEN97529.1	2637716	2637853	+				SP(Sec/SPI)	0.879877	0.879877	0.00816	0.093076	0.018887	CS pos: 25-26. VNS-FG. Pr: 0.5316	978	chromosome			585394	c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis;x__Roseburia hominis A2-183	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia
A0A7R7EHC0	Firmicutes	AP024169.1	Lachnospiraceae bacterium TB5	TB5	(====> <=)	0	BCN28841.1	Cluster 14048	True	subfam_03_PlcR	180097	181011	+	2qfcA00-i1	-	93.9	5.4E-52	51844	47413	84.6	0.0000000072	PlcR_[B._cereus]	0.0000000968	23.509	91.4	BCN28842.1	181012	181173	-				SP(Sec/SPI)	0.956206	0.956206	0.007613	0.030054	0.006127	CS pos: 31-32. ASI-AP. Pr: 0.2053	351	chromosome			2785025	c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;x__unclassified Lachnospiraceae;s__Lachnospiraceae bacterium TB5	Clostridia	Eubacteriales	Lachnospiraceae	
D4K1I0	Firmicutes	FP929045.1	Faecalibacterium prausnitzii	L2/6	(====> <=)	-4	CBL00129.1	Cluster 13944	True	subfam_03_PlcR	2892507	2893424	+	2qfcA00-i1	-	94.9	1E-46	51844	47413	90.8	1E-10	PlcR_[B._cereus]	0.0000000043	26.316	73.1	CBL00130.1	2893421	2893633	-				SP(Sec/SPI)	0.880734	0.880734	0.000491	0.118481	0.000294	CS pos: 24-25. CFA-AE. Pr: 0.8338	7554	chromosome			718252	c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii;x__Faecalibacterium prausnitzii L2-6	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium
D4K1I0	Firmicutes	FP929045.1	Faecalibacterium prausnitzii	L2/6	(====> <=)	-4	CBL00129.1	Cluster 13944	True	subfam_03_PlcR	2892507	2893424	+	2qfcA00-i1	-	94.9	1E-46	51844	47413	90.8	1E-10	PlcR_[B._cereus]	0.0000000043	26.316	73.1	smallORF9314	2893421	2893636	-	15	AGGA	7	SP(Sec/SPI)	0.886533	0.886533	0.000779	0.112374	0.000314	CS pos: 25-26. CFA-AE. Pr: 0.8396	16290	chromosome			718252	c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii;x__Faecalibacterium prausnitzii L2-6	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium
A0A7G9W468	Firmicutes	CP058559.1	Alkalicella caledoniensis	LB2	(====> <=)	-6	QNO13480.1	Cluster 14223	True	subfam_03_PlcR	235345	236256	+	2qfcA00-i1	-	95.6	5.1E-28	mbf_short4	SM00530	92.9	8.1E-12					QNO13481.1	236251	236397	-				SP(Sec/SPI)	0.734943	0.734943	0.001499	0.138784	0.124774	CS pos: 27-28. TKS-ML. Pr: 0.1835	5121	chromosome			2731377	c__Clostridia;o__Eubacteriales;f__Proteinivoraceae;g__Alkalicella;s__Alkalicella caledoniensis	Clostridia	Eubacteriales	Proteinivoraceae	Alkalicella
A0A8T8D6L7	Firmicutes	CP048407.1	Thermaerobacter sp. PB12/4term	PB12/4term	(<==== =>)	150	QIA26559.1	Cluster 2207	True	subfam_03_PlcR	616789	618096	-	3ro3A00-i2	-	84.1	7.4E-24	mbf_short4	SM00530	100	1.5E-13					QIA26560.1	618247	618501	+				SP(Sec/SPI)	0.744298	0.744298	0.045899	0.081659	0.128144	CS pos: 32-33. AVA-GG. Pr: 0.3220	4656	chromosome			2293838	c__Clostridia;o__Eubacteriales;x__Eubacteriales incertae sedis;f__Clostridiales Family XVII. Incertae Sedis;g__Thermaerobacter;x__unclassified Thermaerobacter;s__Thermaerobacter sp. PB12/4term	Clostridia	Eubacteriales	Clostridiales Family XVII. Incertae Sedis	Thermaerobacter
Q8R6S1	Firmicutes	AE008691.1	Caldanaerobacter subterraneus	MB4	(<= ====>)	330	AAM25833.1	Cluster 19414	True	subfam_03_PlcR	2616157	2616933	+	3u3wA02-i2	-	94.1	7.4E-20									AAM25832.1	2615557	2615826	-				SP(Sec/SPI)	0.992207	0.992207	0.000969	0.005462	0.001362	CS pos: 21-22. SYA-SY. Pr: 0.6209	6	chromosome			273068	c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Caldanaerobacter;s__Caldanaerobacter subterraneus;x__Caldanaerobacter subterraneus subsp. tengcongensis;x__Caldanaerobacter subterraneus subsp. tengcongensis MB4	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobacter
D3T6U8	Firmicutes	CP001936.1	Thermoanaerobacter italicus	Ab9	(<= ====>)	311	ADD03570.1	Cluster 13298	True	subfam_03_PlcR	2423538	2424497	+	2qfcA00-i1	-	75.1	5.6E-37	51844	47413	92.3	1.8E-13					ADD03569.1	2422984	2423226	-				SP(Sec/SPI)	0.573642	0.573642	0.001773	0.029011	0.395574	CS pos: 19-20. VFG-YF. Pr: 0.1816	873	chromosome			580331	c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermoanaerobacter;s__Thermoanaerobacter italicus;x__Thermoanaerobacter italicus Ab9	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter
D7ASA6	Firmicutes	CP002032.1	Thermoanaerobacter mathranii	A3	(<= ====>)	100	ADH61671.1	Cluster 13584	True	subfam_03_PlcR	2001735	2002667	+	2qfcA00-i1	-	96.2	1.8E-35	51249	47413	82.3	6.1E-13					ADH61670.1	2001488	2001634	-				SP(Sec/SPI)	0.642229	0.642229	0.003531	0.276187	0.078053	CS pos: 29-30. VES-IG. Pr: 0.3185	881	chromosome			583358	c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermoanaerobacter;s__Thermoanaerobacter mathranii;x__Thermoanaerobacter mathranii subsp. mathranii;x__Thermoanaerobacter mathranii subsp. mathranii str. A3	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter
C7RGK2	Firmicutes	CP001708.1	Anaerococcus prevotii	DSM 20548	(====> =>)	83	ACV28613.1	Cluster 14043	True	subfam_03_PlcR	668027	668941	+	2qfcA00-i1	-	95.9	1.9E-23	mbf_short4	SM00530	96.4	1E-14					ACV28614.1	669025	669180	+				SP(Sec/SPI)	0.60522	0.60522	0.001844	0.339288	0.053648	CS pos: 29-30. VAG-ID. Pr: 0.3289	839	chromosome			525919	c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus prevotii;x__Anaerococcus prevotii DSM 20548	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus
K0J028	Firmicutes	AP012050.1	Amphibacillus xylanus	NBRC 15112	(<= <====)	40	BAM48175.1	Cluster 12699	True	subfam_04_AimR_cereus	2143285	2144283	-	AimR-TPR	-	98.9	1.1E-36					AimR-like_[B._phage_Waukesha]	0.0000000684	24.913	71.4	BAM48174.1	2143026	2143244	-				SP(Sec/SPI)	0.977953	0.977953	0.007114	0.002217	0.012717	CS pos: 31-32. VEA-AS. Pr: 0.8851	59	chromosome			698758	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Amphibacillus;s__Amphibacillus xylanus;x__Amphibacillus xylanus NBRC 15112	Bacilli	Bacillales	Bacillaceae	Amphibacillus
A0A167UYA1	Firmicutes	CP015437.1	Anoxybacillus sp. B7M1	b7m1	(====> =>)	113	ANB66129.1	Cluster 7864	True	subfam_04_AimR_cereus	23404	24537	+	AimR-TPR	-	98.4	3.6E-38					AimR-like_[B._phage_Waukesha]	0.000000012	21.696	95.7	ANB66154.1	24651	24788	+				SP(Sec/SPI)	0.663367	0.663367	0.006803	0.30031	0.029521	CS pos: 28-29. TSS-EK. Pr: 0.0999	2134	plasmid	intact(110)	23404-54239	1490057	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus;x__unclassified Anoxybacillus;s__Anoxybacillus sp. B7M1	Bacilli	Bacillales	Bacillaceae	Anoxybacillus
A0A7U6HAZ2	Firmicutes	CP031643.1	Bacillus anthracis	MCCC 1A01412	(<= <====)	39	AXO94319.1	Cluster 7170	True	subfam_04_AimR_cereus	3558896	3560044	-	AimR-TPR	-	99.5	6.6E-59					AimR-like_[B._phage_Waukesha]	5.91E-66	35.052	96.7	AXO94318.1	3558707	3558856	-				SP(Sec/SPI)	0.623881	0.623881	0.000943	0.364753	0.010422	CS pos: 20-21. TFS-AD. Pr: 0.3282	3414	chromosome	questionable(80)	3519813-3575537	1392	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus anthracis	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A6H3AJL9	Firmicutes	AE016879.1	Bacillus anthracis	Ames	(<= <====)	12	AAP27854.1	Cluster 4148	False	subfam_04_AimR_cereus	3785913	3787010	-	AimR-TPR	-	97.8	9.9E-46					AimR-like_[B._phage_Waukesha]	3.74E-10	23.978	90.9	AAP27853.1	3785751	3785900	-				SP(Sec/SPI)	0.974318	0.974318	0.003446	0.018677	0.003558	CS pos: 26-27. VPA-KD. Pr: 0.7260	17	chromosome	intact(93)	3743581-3795996	198094	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus anthracis;x__Bacillus anthracis str. Ames	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A2P0H9I7	Firmicutes	AE016879.1	Bacillus anthracis	Ames	(====> =>)	-4	AAP24457.1	Cluster 6496	False	subfam_04_AimR_cereus	450106	451281	+	AimR-TPR	-	99.5	6.1E-53					AimR-like_[B._phage_Waukesha]	2.34E-59	33.676	96.7	AAP24458.1	451278	451445	+				SP(Sec/SPI)	0.643868	0.643868	0.014495	0.242639	0.098998	CS pos: 28-29. FSA-DN. Pr: 0.3200	12	chromosome	intact(100)	447156-484418	198094	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus anthracis;x__Bacillus anthracis str. Ames	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A7D4JF71	Firmicutes	CP053990.1	Bacillus cereus	FDAARGOS_781	(<= <====)	42	QKH64121.1	Cluster 7481	False	subfam_04_AimR_cereus	30907	31800	-	AimR-TPR	-	98.9	1.2E-60					AimR-like_[B._phage_Waukesha]	1.46E-26	29.568	75.7	QKH64096.1	30718	30864	-				SP(Sec/SPI)	0.930011	0.930011	0.008554	0.040422	0.021013	CS pos: 25-26. VKE-AP. Pr: 0.2872	5020	plasmid			1396	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A7D3YVT9	Firmicutes	CP053966.1	Bacillus cereus	FDAARGOS_802	(====> =>)	39	QKH04549.1	Cluster 7145	False	subfam_04_AimR_cereus	8191	9339	+	AimR-TPR	-	99.5	6E-59					AimR-like_[B._phage_Waukesha]	4.46E-63	34.278	96.7	QKH04550.1	9379	9528	+				SP(Sec/SPI)	0.617181	0.617181	0.001115	0.373837	0.007868	CS pos: 20-21. TFS-AD. Pr: 0.2752	4996	plasmid	intact(110)	3545-61355	1396	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A6M8D843	Firmicutes	CP053656.2	Bacillus cereus	CTMA_1571	(====> =>)	37	QKE07603.1	Cluster 7061	True	subfam_04_AimR_cereus	2446165	2447316	+	AimR-TPR	-	98.9	2.8E-56					AimR-like_[B._phage_Waukesha]	1.25E-61	34.447	96.7	QKE07604.1	2447354	2447500	+				SP(Sec/SPI)	0.725785	0.725785	0.001413	0.150833	0.121969	CS pos: 23-24. TDS-IK. Pr: 0.1329	4927	chromosome	intact(120)	2443494-2488086	1396	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A7D4BZ44	Firmicutes	CP053964.1	Bacillus cereus	FDAARGOS_802	(====> =>)	34	QKG99280.1	Cluster 8348	False	subfam_04_AimR_cereus	16574	17701	+	AimR-TPR	-	100	1.9E-52					AimR-like_[B._phage_Waukesha]	4.44E-38	27.415	96.5	QKG99281.1	17736	17888	+				SP(Sec/SPI)	0.497868	0.497868	0.00139	0.494699	0.006044	CS pos: 25-26. VKT-ED. Pr: 0.3583	4991	plasmid			1396	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A2R2IP40	Firmicutes	CP053991.1	Bacillus cereus	FDAARGOS_781	(====> =>)	26	QKH66047.1	Cluster 6152	False	subfam_04_AimR_cereus	1987687	1988883	+	AimR-TPR	-	99.5	4.5E-58					AimR-like_[B._phage_Waukesha]	3.5E-31	27.249	93.9	QKH64128.1	1988910	1989065	+				SP(Sec/SPI)	0.597666	0.597666	0.00458	0.387652	0.010103	CS pos: 33-34. VQS-AK. Pr: 0.2968	5023	chromosome	questionable(90)	1984978-2038315	1396	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A6I7EBT2	Firmicutes	CP028009.1	Bacillus cereus	SGAir0260	(====> =>)	-4	QHV44805.1	Cluster 6592	True	subfam_04_AimR_cereus	3356945	3358117	+	AimR-TPR	-	99.5	4.1E-51					AimR-like_[B._phage_Waukesha]	3.45E-34	27.978	90	QMT27473.1	3358114	3358269	+				SP(Sec/SPI)	0.793898	0.793898	0.003949	0.152039	0.050114	CS pos: 22-23. SPA-KD. Pr: 0.1924	3119	chromosome	intact(150)	3347674-3402678	1396	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A7D4C5X7	Firmicutes	CP053961.1	Bacillus cereus	FDAARGOS_802	(====> =>)	-4	QKG98735.1	Cluster 5533	False	subfam_04_AimR_cereus	58582	59805	+	AimR-TPR	-	98.9	6.6E-59					AimR-like_[B._phage_Waukesha]	6.33E-45	30.203	95.3	QKG98736.1	59802	59957	+				SP(Sec/SPI)	0.53613	0.53613	0.003712	0.4322	0.027958	CS pos: 22-23. TAA-GS. Pr: 0.2257	4988	plasmid			1396	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A7D3Y9S7	Firmicutes	CP053963.1	Bacillus cereus	FDAARGOS_802	(====> =>)	-4	QKG99153.1	Cluster 6407	False	subfam_04_AimR_cereus	190533	191711	+	AimR-TPR	-	98.4	7.9E-40	HTH_3	PF01381.24	70.9	0.00000037	AimR-like_[B._phage_Waukesha]	2.43E-11	24.619	94.1	QKG99154.1	191708	191857	+				SP(Sec/SPI)	0.820859	0.820859	0.003109	0.020551	0.15548	CS pos: 30-31. QLA-KP. Pr: 0.2373	4990	plasmid			1396	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A5B8PSY4	Firmicutes	CP031778.1	Bacillus cereus	Co1-1	(====> =>)	-4	QDZ76646.1	Cluster 7600	True	subfam_04_AimR_cereus	5319565	5320704	+	AimR-TPR	-	98.9	2.3E-44					AimR-like_[B._phage_Waukesha]	0.00000000384	22.396	94.7	smallORF74520	5320701	5320841	+	16	GAGG	7	SP(Sec/SPI)	0.910349	0.910349	0.002884	0.045929	0.040838	CS pos: 26-27. NQA-ID. Pr: 0.7084	11751	chromosome	intact(150)	5306990-5365537	1396	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A2B0KN76	Firmicutes	CP028013.2	Bacillus cereus	SGAir0260	(====> =>)	-8	QHV47656.1	Cluster 6715	True	subfam_04_AimR_cereus	64709	65875	+	AimR-TPR	-	99.5	4.7E-51					AimR-like_[B._phage_Waukesha]	2.07E-11	24.911	68.8	QMT27565.1	65868	66014	+				SP(Sec/SPI)	0.755848	0.755848	0.007089	0.144283	0.09278	CS pos: 28-29. KFA-KV. Pr: 0.3050	3122	plasmid			1396	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus	Bacilli	Bacillales	Bacillaceae	Bacillus
A0A158RMJ1	Firmicutes	CP001407.1	Bacillus cereus	03BB102	(====> =>)	26	ACO28352.1	Cluster 6101	True	subfam_04_AimR_cereus	1747357	1748559	+	AimR-TPR	-	98.9	9.2E-57					AimR-like_[B._phage_Waukesha]	1.75E-27	25.373	95.4	ACO26354.1	1748586	1748741	+				SP(Sec/SPI)	0.636302	0.636302	0.004384	0.346214	0.013099	CS pos: 33-34. VQS-AK. Pr: 0.3564	828	chromosome	intact(110)	1742710-1789866	572264	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus 03BB102	Bacilli	Bacillales	Bacillaceae	Bacillus
C2P7B9	Firmicutes	CM000717.1	Bacillus cereus	172560W	(====> =>)	14	EEK59149.1	Cluster 6038	True	subfam_04_AimR_cereus	5110266	5111474	+	AimR-TPR	-	98.9	2E-55					AimR-like_[B._phage_Waukesha]	1.43E-27	25.445	93.9	EEK59150.1	5111489	5111656	+				SP(Sec/SPI)	0.816736	0.816736	0.009589	0.063487	0.110188	CS pos: 37-38. VQS-AK. Pr: 0.4401	463	chromosome	intact(100)	5105834-5157097	526967	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus 172560W	Bacilli	Bacillales	Bacillaceae	Bacillus
C2ZG98	Firmicutes	CM000740.1	Bacillus cereus	AH1272	(<= <====)	1	EEL84995.1	Cluster 6930	False	subfam_04_AimR_cereus	5036242	5037387	-	AimR-TPR	-	98.9	1.5E-57					AimR-like_[B._phage_Waukesha]	1.16E-16	25.26	94.7	EEL84994.1	5036085	5036240	-				SP(Sec/SPI)	0.893641	0.893641	0.000988	0.101295	0.004077	CS pos: 23-24. AGA-DQ. Pr: 0.7762	582	chromosome	incomplete(10)	5013930-5038851	526993	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus AH1272	Bacilli	Bacillales	Bacillaceae	Bacillus
B7HM99	Firmicutes	CP001177.1	Bacillus cereus	AH187	(<= <====)	12	ACJ78714.1	Cluster 10054	True	subfam_04_AimR_cereus	3770239	3771336	-	AimR-TPR	-	97.8	1.7E-45					AimR-like_[B._phage_Waukesha]	0.00000000574	24.523	90.9	ACJ79427.1	3770077	3770226	-				SP(Sec/SPI)	0.839174	0.839174	0.004337	0.123385	0.033104	CS pos: 31-32. DQA-AG. Pr: 0.1838	800	chromosome	intact(150)	3731883-3780967	405534	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus AH187	Bacilli	Bacillales	Bacillaceae	Bacillus
B7JTX9	Firmicutes	CP001285.1	Bacillus cereus	AH820	(====> =>)	19	ACK92859.1	Cluster 6126	True	subfam_04_AimR_cereus	189149	190348	+	AimR-TPR	-	98.9	1.4E-62					AimR-like_[B._phage_Waukesha]	8.29E-49	30.591	95.2	ACK92923.1	190368	190523	+				SP(Sec/SPI)	0.522188	0.522188	0.004254	0.446658	0.026901	CS pos: 22-23. TAA-GS. Pr: 0.2278	824	plasmid			405535	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus AH820	Bacilli	Bacillales	Bacillaceae	Bacillus
B7H5Q3	Firmicutes	CP001176.1	Bacillus cereus	B4264	(====> =>)	26	ACK63767.1	Cluster 6037	True	subfam_04_AimR_cereus	2512480	2513688	+	AimR-TPR	-	98.9	2.5E-57					AimR-like_[B._phage_Waukesha]	5.93E-28	26.185	95.4	ACK61701.1	2513715	2513870	+				SP(Sec/SPI)	0.61145	0.61145	0.005209	0.373649	0.009691	CS pos: 33-34. VQS-AK. Pr: 0.3251	791	chromosome	intact(140)	2501128-2550529	405532	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus B4264	Bacilli	Bacillales	Bacillaceae	Bacillus
C2SZM6	Firmicutes	CM000726.1	Bacillus cereus	BDRD-Cer4	(<= <====)	13	EEL11951.1	Cluster 13444	True	subfam_04_AimR_cereus	1772228	1773172	-	AimR-TPR	-	97.3	1.2E-47									EEL11952.1	1772080	1772214	-				SP(Sec/SPI)	0.964267	0.964267	0.010985	0.019836	0.004912	CS pos: 28-29. SKA-KV. Pr: 0.5328	507	chromosome	intact(134)	1712473-1775707	526978	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus BDRD-Cer4	Bacilli	Bacillales	Bacillaceae	Bacillus
C2SD77	Firmicutes	CM000724.1	Bacillus cereus	BDRD-ST26	(====> =>)	44	EEK97273.1	Cluster 6968	True	subfam_04_AimR_cereus	5337244	5338398	+	AimR-TPR	-	98.4	3E-49	HTH_3	PF01381.24	69.1	0.0000037	AimR-like_[B._phage_Waukesha]	0.00000000109	24.675	94.7	EEK97274.1	5338443	5338586	+				SP(Sec/SPI)	0.515716	0.515716	0.030013	0.049714	0.404558	CS pos: 20-21. VDA-KQ. Pr: 0.4228	499	chromosome			526975	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus BDRD-ST26	Bacilli	Bacillales	Bacillaceae	Bacillus
C2RY88	Firmicutes	CM000724.1	Bacillus cereus	BDRD-ST26	(====> =>)	2	EEL02550.1	Cluster 7141	True	subfam_04_AimR_cereus	298443	299591	+	AimR-TPR	-	99.5	1.4E-53									EEL02551.1	299594	299737	+				SP(Sec/SPI)	0.893106	0.893106	0.001329	0.089062	0.016503	CS pos: 21-22. INA-GE. Pr: 0.7233	494	chromosome			526975	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus BDRD-ST26	Bacilli	Bacillales	Bacillaceae	Bacillus
C2RY88	Firmicutes	CM000724.1	Bacillus cereus	BDRD-ST26	(====> =>)	-4	EEL02550.1	Cluster 7141	True	subfam_04_AimR_cereus	298443	299591	+	AimR-TPR	-	99.5	1.4E-53									smallORF5179	299588	299737	+	22	AGGAG	10	SP(Sec/SPI)	0.923189	0.923189	0.001737	0.059987	0.015087	CS pos: 23-24. INA-GE. Pr: 0.7858	8228	chromosome			526975	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus BDRD-ST26	Bacilli	Bacillales	Bacillaceae	Bacillus
C2NRY6	Firmicutes	CM000716.1	Bacillus cereus	BGSC 6E1	(====> =>)	22	EEK53201.1	Cluster 6277	True	subfam_04_AimR_cereus	5442094	5443281	+	AimR-TPR	-	99.5	1.3E-53					AimR-like_[B._phage_Waukesha]	4.19E-92	40.806	96.7	EEK53202.1	5443304	5443471	+				SP(Sec/SPI)	0.869486	0.869486	0.002837	0.066242	0.061435	CS pos: 29-30. VQK-EQ. Pr: 0.3297	458	chromosome	incomplete(20)	5439140-5452868	526970	c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus cereus;x__Bacillus cereus BGSC 6E1	Bacilli	Bacillales	Bacillaceae	Bacillus
