# 2023/03/12 - 10:28 | PDB: 10.23 | UniProt: 2023.02
PDB,CHAIN,SP_PRIMARY,SUNID,SCOP_ID
1pa1,A,P18031,94404,d1pa1a_
1pa2,A,Q42578,18693,d1pa2a_
1pa3,A,Q8ILQ7,94405,d1pa3a1
1pa3,A,Q8ILQ7,94406,d1pa3a2
1pa3,B,Q8ILQ7,94407,d1pa3b1
1pa3,B,Q8ILQ7,94408,d1pa3b2
1pa4,A,P75589,94409,d1pa4a_
1pa6,A,P29549,88009,d1pa6a1
1pa6,A,P29549,88010,d1pa6a2
1pa6,A,P29549,88011,d1pa6a3
1pa6,B,P16458,88012,d1pa6b_
1pa7,A,Q15691,94410,d1pa7a_
1pa9,A,P15273,94411,d1pa9a_
1paa,A,P07248,45032,d1paaa_
1pad,A,P00784,37016,d1pada_
1pae,X,P22887,94412,d1paex_
1paf,A,P10297,42206,d1pafa_
1paf,B,P10297,42207,d1pafb_
1pag,A,P10297,42208,d1paga_
1pag,B,P10297,42209,d1pagb_
1pah,A,P00439,42578,d1paha_
1paj,A,P02973,46183,d1paja_
1pak,A,P02973,46182,d1paka_
1pal,A,P02619,17209,d1pala_
1pam,A,P05618,21846,d1pama1
1pam,A,P05618,22515,d1pama2
1pam,A,P05618,27753,d1pama3
1pam,A,P05618,28740,d1pama4
1pam,B,P05618,21847,d1pamb1
1pam,B,P05618,22516,d1pamb2
1pam,B,P05618,27754,d1pamb3
1pam,B,P05618,28741,d1pamb4
1pan,A,P04739,46186,d1pana_
1pao,A,P04739,46185,d1paoa_
1paq,A,P32501,94413,d1paqa_
1par,A,P03050,17437,d1para_
1par,B,P03050,17438,d1parb_
1par,C,P03050,17439,d1parc_
1par,D,P03050,17440,d1pard_
1pau,A,P42574,30994,d1pau.1
1pau,B,P42574,30994,d1pau.1
1pav,A,Q9HI35,88013,d1pava_
1pax,A,P26446,17416,d1paxa1
1pax,A,P26446,42278,d1paxa2
1paz,A,P04377,22878,d1paza_
1pb0,A,P75914,104099,d1pb0a_
1pb0,B,P75914,104100,d1pb0b_
1pb0,C,P75914,104101,d1pb0c_
1pb1,A,P08200,88014,d1pb1a_
1pb3,A,P08200,88015,d1pb3a_
1pb5,A,P46531,88016,d1pb5a_
1pb7,A,P35439,88025,d1pb7a_
1pb8,A,P35439,88026,d1pb8a_
1pb9,A,P35439,88027,d1pb9a_
1pba,A,P09955,39067,d1pbaa_
1pbb,A,P00438,30348,d1pbba1
1pbb,A,P00438,37879,d1pbba2
1pbc,A,P00438,30350,d1pbca1
1pbc,A,P00438,37881,d1pbca2
1pbd,A,P00438,30342,d1pbda1
1pbd,A,P00438,37873,d1pbda2
1pbe,A,P00438,30338,d1pbea1
1pbe,A,P00438,37869,d1pbea2
1pbf,A,P00438,30349,d1pbfa1
1pbf,A,P00438,37880,d1pbfa2
1pbg,A,P11546,28946,d1pbga_
1pbg,B,P11546,28947,d1pbgb_
1pbh,A,P07858,37054,d1pbha_
1pbi,A,P56679,44346,d1pbia_
1pbi,B,P56679,44347,d1pbib_
1pbj,A,O27659,144366,d1pbja3
1pbk,A,Q00688,38428,d1pbka_
1pbn,A,P55859,33771,d1pbna_
1pbo,A,P07435,27094,d1pboa_
1pbo,B,P07435,27095,d1pbob_
1pbp,A,P0AG82,35768,d1pbpa_
1pbq,A,P35439,88028,d1pbqa_
1pbq,B,P35439,88029,d1pbqb_
1pbt,A,Q9X0N8,94416,d1pbta_
1pbu,A,P26641,88030,d1pbua_
1pbv,A,Q99418,19179,d1pbva_
1pbw,A,P27986,19103,d1pbwa_
1pbw,B,P27986,19104,d1pbwb_
1pbx,A,P80043,15403,d1pbxa_
1pbx,B,P80044,15582,d1pbxb_
1pby,A,Q8VUT0,94417,d1pbya1
1pby,A,Q8VUT0,94418,d1pbya2
1pby,A,Q8VUT0,94419,d1pbya3
1pby,A,Q8VUT0,94420,d1pbya4
1pby,A,Q8VUT0,94421,d1pbya5
1pby,B,Q8VUS7,94422,d1pbyb_
1pby,C,Q8VUS8,94423,d1pbyc_
1pc0,A,O28362,94426,d1pc0a_
1pc2,A,Q9Y3D6,94427,d1pc2a_
1pc3,A,P9WGU1,104102,d1pc3a_
1pc3,B,P9WGU1,104103,d1pc3b_
1pc4,A,P00214,94428,d1pc4a_
1pc5,A,P00214,94429,d1pc5a_
1pc6,A,P03765,94430,d1pc6a_
1pc6,B,P03765,94431,d1pc6b_
1pc8,A,Q6ITZ3,104104,d1pc8a_
1pc8,B,Q6ITZ3,104105,d1pc8b1
1pc8,B,Q6ITZ3,104106,d1pc8b2
1pc9,A,Q9IAT9,104107,d1pc9a_
1pc9,B,Q9IAT9,104108,d1pc9b_
1pca,A,P09954,39063,d1pcaa1
1pce,A,P37109,44721,d1pcea_
1pcf,A,P53999,38142,d1pcfa_
1pcf,B,P53999,38143,d1pcfb_
1pcf,C,P53999,38144,d1pcfc_
1pcf,D,P53999,38145,d1pcfd_
1pcf,E,P53999,38146,d1pcfe_
1pcf,F,P53999,38147,d1pcff_
1pcf,G,P53999,38148,d1pcfg_
1pcf,H,P53999,38149,d1pcfh_
1pcg,A,P03372,94432,d1pcga_
1pcg,B,P03372,94433,d1pcgb_
1pch,A,P45611,40564,d1pcha_
1pci,A,P10056,37022,d1pcia_
1pci,B,P10056,37023,d1pcib_
1pci,C,P10056,37024,d1pcic_
1pcj,X,P26276,94434,d1pcjx1
1pcj,X,P26276,94435,d1pcjx2
1pcj,X,P26276,94436,d1pcjx3
1pcj,X,P26276,94437,d1pcjx4
1pck,A,O66496,94438,d1pcka_
1pck,B,O66496,94439,d1pckb_
1pcl,A,P04960,28021,d1pcla_
1pcm,X,P26276,94440,d1pcmx1
1pcm,X,P26276,94441,d1pcmx2
1pcm,X,P26276,94442,d1pcmx3
1pcm,X,P26276,94443,d1pcmx4
1pcn,A,P02703,44199,d1pcna1
1pcn,A,P02703,44200,d1pcna2
1pco,A,P02703,44197,d1pcoa1
1pco,A,P02703,44198,d1pcoa2
1pcp,A,P01359,44742,d1pcpa1
1pcp,A,P01359,44743,d1pcpa2
1pcq,A,P0A6F5,94444,d1pcqa1
1pcq,A,P0A6F5,94445,d1pcqa2
1pcq,A,P0A6F5,94446,d1pcqa3
1pcq,B,P0A6F5,94447,d1pcqb1
1pcq,B,P0A6F5,94448,d1pcqb2
1pcq,B,P0A6F5,94449,d1pcqb3
1pcq,C,P0A6F5,94450,d1pcqc1
1pcq,C,P0A6F5,94451,d1pcqc2
1pcq,C,P0A6F5,94452,d1pcqc3
1pcq,D,P0A6F5,94453,d1pcqd1
1pcq,D,P0A6F5,94454,d1pcqd2
1pcq,D,P0A6F5,94455,d1pcqd3
1pcq,E,P0A6F5,94456,d1pcqe1
1pcq,E,P0A6F5,94457,d1pcqe2
1pcq,E,P0A6F5,94458,d1pcqe3
1pcq,F,P0A6F5,94459,d1pcqf1
1pcq,F,P0A6F5,94460,d1pcqf2
1pcq,F,P0A6F5,94461,d1pcqf3
1pcq,G,P0A6F5,94462,d1pcqg1
1pcq,G,P0A6F5,94463,d1pcqg2
1pcq,G,P0A6F5,94464,d1pcqg3
1pcq,H,P0A6F5,94465,d1pcqh1
1pcq,H,P0A6F5,94466,d1pcqh2
1pcq,H,P0A6F5,94467,d1pcqh3
1pcq,I,P0A6F5,94468,d1pcqi1
1pcq,I,P0A6F5,94469,d1pcqi2
1pcq,I,P0A6F5,94470,d1pcqi3
1pcq,J,P0A6F5,94471,d1pcqj1
1pcq,J,P0A6F5,94472,d1pcqj2
1pcq,J,P0A6F5,94473,d1pcqj3
1pcq,K,P0A6F5,94474,d1pcqk1
1pcq,K,P0A6F5,94475,d1pcqk2
1pcq,K,P0A6F5,94476,d1pcqk3
1pcq,L,P0A6F5,94477,d1pcql1
1pcq,L,P0A6F5,94478,d1pcql2
1pcq,L,P0A6F5,94479,d1pcql3
1pcq,M,P0A6F5,94480,d1pcqm1
1pcq,M,P0A6F5,94481,d1pcqm2
1pcq,M,P0A6F5,94482,d1pcqm3
1pcq,N,P0A6F5,94483,d1pcqn1
1pcq,N,P0A6F5,94484,d1pcqn2
1pcq,N,P0A6F5,94485,d1pcqn3
1pcq,O,P0A6F9,94486,d1pcqo_
1pcq,P,P0A6F9,94487,d1pcqp_
1pcq,Q,P0A6F9,94488,d1pcqq_
1pcq,R,P0A6F9,94489,d1pcqr_
1pcq,S,P0A6F9,94490,d1pcqs_
1pcq,T,P0A6F9,94491,d1pcqt_
1pcq,U,P0A6F9,94492,d1pcqu_
1pcr,H,P0C0Y7,25477,d1pcrh1
1pcr,H,P0C0Y7,43496,d1pcrh2
1pcr,L,P0C0Y8,43494,d1pcrl_
1pcr,M,P0C0Y9,43495,d1pcrm_
1pcs,A,P21697,22871,d1pcsa_
1pcv,A,P14170,94493,d1pcva_
1pcv,B,P14170,94494,d1pcvb_
1pcw,A,O66496,94495,d1pcwa_
1pcw,B,O66496,94496,d1pcwb_
1pcx,A,P40482,94497,d1pcxa1
1pcx,A,P40482,94498,d1pcxa2
1pcx,A,P40482,94499,d1pcxa3
1pcx,A,P40482,94500,d1pcxa4
1pcx,A,P40482,94501,d1pcxa5
1pcz,A,P62001,41292,d1pcza1
1pcz,A,P62001,41293,d1pcza2
1pcz,B,P62001,41294,d1pczb1
1pcz,B,P62001,41295,d1pczb2
1pd0,A,P40482,94502,d1pd0a1
1pd0,A,P40482,94503,d1pd0a2
1pd0,A,P40482,94504,d1pd0a3
1pd0,A,P40482,94505,d1pd0a4
1pd0,A,P40482,94506,d1pd0a5
1pd1,A,P40482,94507,d1pd1a1
1pd1,A,P40482,94508,d1pd1a2
1pd1,A,P40482,94509,d1pd1a3
1pd1,A,P40482,94510,d1pd1a4
1pd1,A,P40482,94511,d1pd1a5
1pd2,1,O35543,17713,d1pd211
1pd2,1,O35543,33007,d1pd212
1pd2,2,O35543,17714,d1pd221
1pd2,2,O35543,33008,d1pd222
1pd3,A,P03508,94512,d1pd3a_
1pd3,B,P03508,94513,d1pd3b_
1pd5,A,P62577,104109,d1pd5a_
1pd5,B,P62577,104110,d1pd5b_
1pd5,C,P62577,104111,d1pd5c_
1pd5,D,P62577,104112,d1pd5d_
1pd5,E,P62577,104113,d1pd5e_
1pd5,F,P62577,104114,d1pd5f_
1pd5,G,P62577,104115,d1pd5g_
1pd5,H,P62577,104116,d1pd5h_
1pd5,I,P62577,104117,d1pd5i_
1pd5,J,P62577,104118,d1pd5j_
1pd5,K,P62577,104119,d1pd5k_
1pd5,L,P62577,104120,d1pd5l_
1pd6,A,Q14896,104121,d1pd6a_
1pd7,A,Q62141,94514,d1pd7a_
1pd8,A,P00374,94515,d1pd8a_
1pd9,A,P00374,94516,d1pd9a_
1pda,A,P06983,35751,d1pdaa1
1pda,A,P06983,38794,d1pdaa2
1pdb,A,P00374,94517,d1pdba_
1pdc,A,P02784,44667,d1pdca_
1pdf,A,P10929,94518,d1pdfa_
1pdf,B,P10929,94519,d1pdfb_
1pdf,C,P10929,94520,d1pdfc_
1pdf,D,P10929,94521,d1pdfd_
1pdf,E,P10929,94522,d1pdfe_
1pdf,F,P10929,94523,d1pdff_
1pdf,G,P10929,94524,d1pdfg_
1pdf,H,P10929,94525,d1pdfh_
1pdf,I,P10929,94526,d1pdfi_
1pdf,J,P10929,94527,d1pdfj_
1pdf,K,P10929,94528,d1pdfk_
1pdf,L,P10929,94529,d1pdfl_
1pdf,M,P10929,94530,d1pdfm_
1pdf,N,P10929,94531,d1pdfn_
1pdf,O,P10929,94532,d1pdfo_
1pdf,P,P10929,94533,d1pdfp_
1pdf,Q,P10929,94534,d1pdfq_
1pdf,R,P10929,94535,d1pdfr_
1pdg,A,P01127,44748,d1pdga_
1pdg,B,P01127,44749,d1pdgb_
1pdg,C,P01127,44750,d1pdgc_
1pdh,A,P00438,30341,d1pdha1
1pdh,A,P00438,37872,d1pdha2
1pdi,A,P10930,94536,d1pdia_
1pdi,B,P10930,94537,d1pdib_
1pdi,C,P10930,94538,d1pdic_
1pdi,D,P10930,94539,d1pdid_
1pdi,E,P10930,94540,d1pdie_
1pdi,F,P10930,94541,d1pdif_
1pdi,G,P10930,94542,d1pdig_
1pdi,H,P10930,94543,d1pdih_
1pdi,I,P10930,94544,d1pdii_
1pdi,J,P10930,94545,d1pdij_
1pdi,K,P10930,94546,d1pdik_
1pdi,L,P10930,94547,d1pdil_
1pdi,M,P10930,94548,d1pdim_
1pdi,N,P10930,94549,d1pdin_
1pdi,O,P10930,94550,d1pdio_
1pdi,P,P10930,94551,d1pdip_
1pdi,Q,P10930,94552,d1pdiq_
1pdi,R,P10930,94553,d1pdir_
1pdj,D,P17172,94554,d1pdjd_
1pdj,E,P17172,94555,d1pdje_
1pdj,F,P17172,94556,d1pdjf_
1pdk,A,P15319,22322,d1pdka1
1pdk,A,P15319,23204,d1pdka2
1pdk,B,P62532,22427,d1pdkb_
1pdl,A,P16009,94557,d1pdla_
1pdl,B,P16009,94558,d1pdlb_
1pdl,C,P16009,94559,d1pdlc_
1pdm,A,P19062,94560,d1pdma_
1pdm,B,P19062,94561,d1pdmb_
1pdm,C,P19062,94562,d1pdmc_
1pdm,D,P19062,94563,d1pdmd_
1pdm,E,P19062,94564,d1pdme_
1pdm,F,P19062,94565,d1pdmf_
1pdm,G,P19062,94566,d1pdmg_
1pdm,H,P19062,94567,d1pdmh_
1pdm,I,P19062,94568,d1pdmi_
1pdm,J,P19062,94569,d1pdmj_
1pdm,K,P19062,94570,d1pdmk_
1pdm,L,P19062,94571,d1pdml_
1pdn,C,P06601,16047,d1pdnc_
1pdo,A,P69797,33376,d1pdoa_
1pdp,A,P10927,94572,d1pdpa_
1pdp,B,P10927,94573,d1pdpb_
1pdp,C,P10927,94574,d1pdpc_
1pdp,D,P10927,94575,d1pdpd_
1pdp,E,P10927,94576,d1pdpe_
1pdp,F,P10927,94577,d1pdpf_
1pdp,G,P10927,94578,d1pdpg_
1pdp,H,P10927,94579,d1pdph_
1pdp,I,P10927,94580,d1pdpi_
1pdp,J,P10927,94581,d1pdpj_
1pdp,K,P10927,94582,d1pdpk_
1pdp,L,P10927,94583,d1pdpl_
1pdp,M,P10927,94584,d1pdpm_
1pdp,N,P10927,94585,d1pdpn_
1pdp,O,P10927,94586,d1pdpo_
1pdp,P,P10927,94587,d1pdpp_
1pdp,Q,P10927,94588,d1pdpq_
1pdp,R,P10927,94589,d1pdpr_
1pdq,A,P26017,94590,d1pdqa_
1pdr,A,Q12959,24771,d1pdra_
1pdu,A,P49869,88034,d1pdua_
1pdu,B,P49869,88035,d1pdub_
1pdv,A,Q99497,88036,d1pdva_
1pdw,A,Q99497,88037,d1pdwa_
1pdw,B,Q99497,88038,d1pdwb_
1pdw,C,Q99497,88039,d1pdwc_
1pdw,D,Q99497,88040,d1pdwd_
1pdw,E,Q99497,88041,d1pdwe_
1pdw,F,Q99497,88042,d1pdwf_
1pdw,G,Q99497,88043,d1pdwg_
1pdw,H,Q99497,88044,d1pdwh_
1pdx,A,P00259,37682,d1pdxa_
1pdy,A,P56252,29216,d1pdya1
1pdy,A,P56252,38860,d1pdya2
1pdz,A,P56252,29215,d1pdza1
1pdz,A,P56252,38859,d1pdza2
1pe0,A,Q99497,88045,d1pe0a_
1pe0,B,Q99497,88046,d1pe0b_
1pe1,A,O66496,94591,d1pe1a_
1pe1,B,O66496,94592,d1pe1b_
1pe3,1,Q07654,94593,d1pe31_
1pe3,2,Q07654,94594,d1pe32_
1pe4,A,P63019,104122,d1pe4a_
1pe5,A,P00800,104123,d1pe5a_
1pe6,A,P00784,37010,d1pe6a_
1pe7,A,P00800,104124,d1pe7a_
1pe8,A,P00800,104125,d1pe8a_
1pe9,A,P0C1A2,94595,d1pe9a_
1pe9,B,P0C1A2,94596,d1pe9b_
1pea,A,P27017,35662,d1peaa_
1peb,A,P0AEX9,94597,d1peba_
1ped,A,P25984,24753,d1peda1
1ped,A,P25984,29769,d1peda2
1ped,B,P25984,24754,d1pedb1
1ped,B,P25984,29770,d1pedb2
1ped,C,P25984,24755,d1pedc1
1ped,C,P25984,29771,d1pedc2
1ped,D,P25984,24756,d1pedd1
1ped,D,P25984,29772,d1pedd2
1pee,A,Q26241,104126,d1peea_
1peg,A,Q8X225,94598,d1pega_
1peg,B,Q8X225,94599,d1pegb_
1peh,A,P19836,46151,d1peha_
1pei,A,P19836,46150,d1peia_
1pek,E,P06873,32553,d1peke_
1pem,A,Q08698,104127,d1pema1
1pem,A,Q08698,104128,d1pema2
1pen,A,P50984,46214,d1pena_
1peo,A,Q08698,104129,d1peoa1
1peo,A,Q08698,104130,d1peoa2
1peq,A,Q08698,104131,d1peqa1
1peq,A,Q08698,104132,d1peqa2
1per,L,P16117,17029,d1perl_
1per,R,P16117,17030,d1perr_
1pes,A,P04637,17859,d1pesa_
1pes,B,P04637,17860,d1pesb_
1pes,C,P04637,17861,d1pesc_
1pes,D,P04637,17862,d1pesd_
1pet,A,P04637,17843,d1peta_
1pet,B,P04637,17844,d1petb_
1pet,C,P04637,17845,d1petc_
1pet,D,P04637,17846,d1petd_
1peu,A,Q08698,104133,d1peua1
1peu,A,Q08698,104134,d1peua2
1pev,A,Q11176,88047,d1peva1
1pev,A,Q11176,88048,d1peva2
1pew,A,P01721,104135,d1pewa_
1pew,B,P01721,104136,d1pewb_
1pex,A,P45452,27540,d1pexa_
1pey,A,P06628,104137,d1peya_
1pey,B,P06628,104138,d1peyb_
1pey,C,P06628,104139,d1peyc_
1pez,A,P43379,94600,d1peza1
1pez,A,P43379,94601,d1peza2
1pez,A,P43379,94602,d1peza3
1pez,A,P43379,94603,d1peza4
1pf3,A,P36649,88049,d1pf3a1
1pf3,A,P36649,88050,d1pf3a2
1pf3,A,P36649,88051,d1pf3a3
1pf5,A,P39332,94604,d1pf5a_
1pf7,E,P00491,104142,d1pf7e_
1pf8,A,P24941,94605,d1pf8a_
1pf9,A,P0A6F5,94606,d1pf9a1
1pf9,A,P0A6F5,94607,d1pf9a2
1pf9,A,P0A6F5,94608,d1pf9a3
1pf9,B,P0A6F5,94609,d1pf9b1
1pf9,B,P0A6F5,94610,d1pf9b2
1pf9,B,P0A6F5,94611,d1pf9b3
1pf9,C,P0A6F5,94612,d1pf9c1
1pf9,C,P0A6F5,94613,d1pf9c2
1pf9,C,P0A6F5,94614,d1pf9c3
1pf9,D,P0A6F5,94615,d1pf9d1
1pf9,D,P0A6F5,94616,d1pf9d2
1pf9,D,P0A6F5,94617,d1pf9d3
1pf9,E,P0A6F5,94618,d1pf9e1
1pf9,E,P0A6F5,94619,d1pf9e2
1pf9,E,P0A6F5,94620,d1pf9e3
1pf9,F,P0A6F5,94621,d1pf9f1
1pf9,F,P0A6F5,94622,d1pf9f2
1pf9,F,P0A6F5,94623,d1pf9f3
1pf9,G,P0A6F5,94624,d1pf9g1
1pf9,G,P0A6F5,94625,d1pf9g2
1pf9,G,P0A6F5,94626,d1pf9g3
1pf9,H,P0A6F5,94627,d1pf9h1
1pf9,H,P0A6F5,94628,d1pf9h2
1pf9,H,P0A6F5,94629,d1pf9h3
1pf9,I,P0A6F5,94630,d1pf9i1
1pf9,I,P0A6F5,94631,d1pf9i2
1pf9,I,P0A6F5,94632,d1pf9i3
1pf9,J,P0A6F5,94633,d1pf9j1
1pf9,J,P0A6F5,94634,d1pf9j2
1pf9,J,P0A6F5,94635,d1pf9j3
1pf9,K,P0A6F5,94636,d1pf9k1
1pf9,K,P0A6F5,94637,d1pf9k2
1pf9,K,P0A6F5,94638,d1pf9k3
1pf9,L,P0A6F5,94639,d1pf9l1
1pf9,L,P0A6F5,94640,d1pf9l2
1pf9,L,P0A6F5,94641,d1pf9l3
1pf9,M,P0A6F5,94642,d1pf9m1
1pf9,M,P0A6F5,94643,d1pf9m2
1pf9,M,P0A6F5,94644,d1pf9m3
1pf9,N,P0A6F5,94645,d1pf9n1
1pf9,N,P0A6F5,94646,d1pf9n2
1pf9,N,P0A6F5,94647,d1pf9n3
1pf9,O,P0A6F9,94648,d1pf9o_
1pf9,P,P0A6F9,94649,d1pf9p_
1pf9,Q,P0A6F9,94650,d1pf9q_
1pf9,R,P0A6F9,94651,d1pf9r_
1pf9,S,P0A6F9,94652,d1pf9s_
1pf9,T,P0A6F9,94653,d1pf9t_
1pf9,U,P0A6F9,94654,d1pf9u_
1pfb,A,P26017,94655,d1pfba_
1pfd,A,Q7M1S1,37677,d1pfda_
1pff,A,O15565,104143,d1pffa_
1pff,B,O15565,104144,d1pffb_
1pfg,A,P06873,88060,d1pfga_
1pfh,A,P0AA04,40561,d1pfha_
1pfi,A,P03621,45558,d1pfia_
1pfj,A,P32780,104145,d1pfja_
1pfk,A,P0A796,35575,d1pfka_
1pfk,B,P0A796,35576,d1pfkb_
1pfl,A,P07737,40877,d1pfla_
1pfm,A,P02776,37385,d1pfma_
1pfm,B,P02776,37386,d1pfmb_
1pfm,C,P02776,37387,d1pfmc_
1pfm,D,P02776,37388,d1pfmd_
1pfn,A,P02776,37381,d1pfna_
1pfn,B,P02776,37382,d1pfnb_
1pfn,C,P02776,37383,d1pfnc_
1pfn,D,P02776,37384,d1pfnd_
1pfo,A,P0C2E9,43826,d1pfoa_
1pfp,A,P32196,94656,d1pfpa_
1pfq,A,P27487,88061,d1pfqa1
1pfq,A,P27487,88062,d1pfqa2
1pfq,B,P27487,88063,d1pfqb1
1pfq,B,P27487,88064,d1pfqb2
1pfr,A,P69924,16790,d1pfra_
1pfr,B,P69924,16791,d1pfrb_
1pfs,A,P03672,25391,d1pfsa_
1pfs,B,P03672,25392,d1pfsb_
1pft,A,P61998,45206,d1pfta_
1pfu,A,P00959,94657,d1pfua1
1pfu,A,P00959,94658,d1pfua2
1pfu,A,P00959,94659,d1pfua3
1pfv,A,P00959,94660,d1pfva1
1pfv,A,P00959,94661,d1pfva2
1pfv,A,P00959,94662,d1pfva3
1pfw,A,P00959,94663,d1pfwa1
1pfw,A,P00959,94664,d1pfwa2
1pfw,A,P00959,94665,d1pfwa3
1pfx,C,P16293,26353,d1pfxc_
1pfx,L,P16293,44207,d1pfxl1
1pfx,L,P16293,44208,d1pfxl2
1pfx,L,P16293,44973,d1pfxl3
1pfy,A,P00959,94666,d1pfya1
1pfy,A,P00959,94667,d1pfya2
1pfy,A,P00959,94668,d1pfya3
1pfz,A,P46925,26881,d1pfza_
1pfz,B,P46925,26882,d1pfzb_
1pfz,C,P46925,26883,d1pfzc_
1pfz,D,P46925,26884,d1pfzd_
1pg0,A,P00959,94669,d1pg0a1
1pg0,A,P00959,94670,d1pg0a2
1pg1,A,P32194,46073,d1pg1a_
1pg2,A,P00959,94671,d1pg2a1
1pg2,A,P00959,94672,d1pg2a2
1pg3,A,Q8ZKF6,88065,d1pg3a_
1pg3,B,Q8ZKF6,88066,d1pg3b_
1pg4,A,Q8ZKF6,88067,d1pg4a_
1pg4,B,Q8ZKF6,88068,d1pg4b_
1pg5,A,Q55338,104146,d1pg5a1
1pg5,A,Q55338,104147,d1pg5a2
1pg5,B,P74766,104148,d1pg5b1
1pg5,B,P74766,104149,d1pg5b2
1pg7,H,P01857,94674,d1pg7h1
1pg7,H,P01857,94675,d1pg7h2
1pg7,I,P01857,94676,d1pg7i1
1pg7,I,P01857,94677,d1pg7i2
1pg7,L,Q7Z3Y4,94678,d1pg7l1
1pg7,L,Q7Z3Y4,94679,d1pg7l2
1pg7,M,Q7Z3Y4,94680,d1pg7m1
1pg7,M,Q7Z3Y4,94681,d1pg7m2
1pg7,W,G0YP42,94682,d1pg7w1
1pg7,W,G0YP42,94683,d1pg7w2
1pg7,X,P01863,94684,d1pg7x1
1pg7,X,P01863,94685,d1pg7x2
1pg7,Y,G0YP42,94686,d1pg7y1
1pg7,Y,G0YP42,94687,d1pg7y2
1pg7,Z,P01863,94688,d1pg7z1
1pg7,Z,P01863,94689,d1pg7z2
1pg8,A,P13254,104150,d1pg8a_
1pg8,B,P13254,104151,d1pg8b_
1pg8,C,P13254,104152,d1pg8c_
1pg8,D,P13254,104153,d1pg8d_
1pga,A,P06654,37825,d1pgaa_
1pgb,A,P06654,37824,d1pgba_
1pge,A,P05979,18707,d1pgea1
1pge,A,P05979,44250,d1pgea2
1pge,B,P05979,18708,d1pgeb1
1pge,B,P05979,44251,d1pgeb2
1pgf,A,P05979,18714,d1pgfa1
1pgf,A,P05979,44257,d1pgfa2
1pgf,B,P05979,18715,d1pgfb1
1pgf,B,P05979,44258,d1pgfb2
1pgg,A,P05979,18712,d1pgga1
1pgg,A,P05979,44255,d1pgga2
1pgg,B,P05979,18713,d1pggb1
1pgg,B,P05979,44256,d1pggb2
1pgj,A,P31072,18783,d1pgja1
1pgj,A,P31072,30195,d1pgja2
1pgj,B,P31072,18784,d1pgjb1
1pgj,B,P31072,30196,d1pgjb2
1pgl,1,P23009,94690,d1pgl11
1pgl,2,P23009,94691,d1pgl21
1pgl,2,P23009,94692,d1pgl22
1pgn,A,P00349,18781,d1pgna1
1pgn,A,P00349,30193,d1pgna2
1pgo,A,P00349,18779,d1pgoa1
1pgo,A,P00349,30191,d1pgoa2
1pgp,A,P00349,18780,d1pgpa1
1pgp,A,P00349,30192,d1pgpa2
1pgq,A,P00349,18782,d1pgqa1
1pgq,A,P00349,30194,d1pgqa2
1pgr,A,P09919,16817,d1pgra_
1pgr,B,P40223,22045,d1pgrb1
1pgr,B,P40223,22046,d1pgrb2
1pgr,C,P09919,16818,d1pgrc_
1pgr,D,P40223,22047,d1pgrd1
1pgr,D,P40223,22048,d1pgrd2
1pgr,E,P09919,16819,d1pgre_
1pgr,F,P40223,22049,d1pgrf1
1pgr,F,P40223,22050,d1pgrf2
1pgr,G,P09919,16820,d1pgrg_
1pgr,H,P40223,22051,d1pgrh1
1pgr,H,P40223,22052,d1pgrh2
1pgs,A,P21163,23653,d1pgsa1
1pgs,A,P21163,23654,d1pgsa2
1pgt,A,P09211,17515,d1pgta1
1pgt,A,P09211,32809,d1pgta2
1pgt,B,P09211,17516,d1pgtb1
1pgt,B,P09211,32810,d1pgtb2
1pgu,A,P46680,88069,d1pgua1
1pgu,A,P46680,88070,d1pgua2
1pgu,B,P46680,88071,d1pgub1
1pgu,B,P46680,88072,d1pgub2
1pgv,A,O01479,88073,d1pgva_
1pgw,1,P23009,94693,d1pgw11
1pgw,2,P23009,94694,d1pgw21
1pgw,2,P23009,94695,d1pgw22
1pgx,A,P06654,37823,d1pgxa_
1pgy,A,Q06677,94696,d1pgya_
1pgz,A,P09651,94697,d1pgza1
1pgz,A,P09651,94698,d1pgza2
1ph0,A,P18031,88074,d1ph0a_
1ph1,A,P29549,88075,d1ph1a1
1ph1,A,P29549,88076,d1ph1a2
1ph1,A,P29549,88077,d1ph1a3
1ph1,B,P16458,88078,d1ph1b_
1ph2,A,P29549,88079,d1ph2a1
1ph2,A,P29549,88080,d1ph2a2
1ph2,A,P29549,88081,d1ph2a3
1ph2,B,P16458,88082,d1ph2b_
1ph3,A,P29549,88083,d1ph3a1
1ph3,A,P29549,88084,d1ph3a2
1ph3,A,P29549,88085,d1ph3a3
1ph3,B,P16458,88086,d1ph3b_
1ph4,A,P29549,88087,d1ph4a1
1ph4,A,P29549,88088,d1ph4a2
1ph4,A,P29549,88089,d1ph4a3
1ph4,B,P16458,88090,d1ph4b_
1ph5,A,P29549,88091,d1ph5a1
1ph5,A,P29549,88092,d1ph5a2
1ph5,A,P29549,88093,d1ph5a3
1ph5,B,P16458,88094,d1ph5b_
1ph6,A,P29549,88095,d1ph6a1
1ph6,A,P29549,88096,d1ph6a2
1ph6,A,P29549,88097,d1ph6a3
1ph6,B,P16458,88098,d1ph6b_
1ph7,A,P29549,88099,d1ph7a1
1ph7,A,P29549,88100,d1ph7a2
1ph7,A,P29549,88101,d1ph7a3
1ph7,B,P16458,88102,d1ph7b_
